CustomID	Label	URL	ID
185	Шык1эпшын - ШыкIэпшынэ - Шичепшин - Shichepshine - S?keps?ne	https://www.facebook.com/groups/264389553604924/	264389553604924
186	АБХАЗИЯ СЕГОДНЯ & ABKHAZIA TODAY	https://www.facebook.com/groups/350947858404619/	350947858404619
187	Абхазский политический форум	https://www.facebook.com/groups/310965319110632/	310965319110632
188	CERKESYA	https://www.facebook.com/groups/149744381762862/	149744381762862
193	Адыгэ псалъэр илъэс 90 ирокъу	https://www.facebook.com/groups/1619374568287780/	1619374568287780
194	СевКавИнформ Новости Кавказа	https://www.facebook.com/groups/1537206343256472/	1537206343256472
196	Исторические факты, вопросы археологии и особенности этнографии	https://www.facebook.com/groups/467322090074855/	467322090074855
198	Anti Sochi Olimpic Games	https://www.facebook.com/groups/181831168526302/	181831168526302
200	КАВКАЗСКИЙ КИНОЗАЛ	https://www.facebook.com/groups/352394361545411/	352394361545411
202	КЧ РО "ОПОРА РОССИИ"	https://www.facebook.com/groups/952734891476166/	952734891476166
203	Мой Северный Кавказ	https://www.facebook.com/groups/321443371549415/	321443371549415
204	Кабардинцы и Кабардинки(love)	https://www.facebook.com/groups/670362136381584/	670362136381584
205	Circassian Media	https://www.facebook.com/groups/867245069972936/	867245069972936
206	ДАХА	https://www.facebook.com/groups/214986078626935/	214986078626935
209	КРАСОТА. ИСКУССТВО. КАВКАЗ	https://www.facebook.com/groups/1113546875335995/	1113546875335995
210	Балкарцы и Карачаевцы	https://www.facebook.com/groups/176081262416774/	176081262416774
211	Karachailyla - Къарачайлыла	https://www.facebook.com/groups/150984374945081/	150984374945081
214	Кавказ Онлайн	https://www.facebook.com/groups/283010505181843/	283010505181843
215	Орайда | Orayda	https://www.facebook.com/groups/1644756102453554/	1644756102453554
216	Самурзаканские абхазы. Самырзакантэи ап,суаа.	https://www.facebook.com/groups/175998312541912/	175998312541912
220	KAFKASYA Taziye Sayfas?	https://www.facebook.com/groups/124855127606297/	124855127606297
221	Ислам- религия мира и добра.	https://www.facebook.com/groups/1436594259947666/	1436594259947666
222	РИА "Дербент"	https://www.facebook.com/groups/1617111165213561/	1617111165213561
223	ММОО "СОДРУЖЕСТВО"	https://www.facebook.com/groups/343804622361548/	343804622361548
224	Адыгэ Псалъэжьхэр	https://www.facebook.com/groups/412318698943409/	412318698943409
225	Дагестан Post /dagestanpost.ru/	https://www.facebook.com/groups/231413067052018/	231413067052018
226	Dag.Life	https://www.facebook.com/groups/752465138156705/	752465138156705
227	Republic Of Cherkessia	https://www.facebook.com/groups/1621108421453193/	1621108421453193
228	Лъэпкъ Iуэху-Vatan Icin El Ele	https://www.facebook.com/groups/561166863989829/	561166863989829
229	Kayseri Kafkas Dernegi	https://www.facebook.com/groups/6003028206/	6003028206
231	NART DERGISI	https://www.facebook.com/groups/79934587701/	79934587701
233	Борцы КБР | Wrestlers of KBR	https://www.facebook.com/groups/427655510773909/	427655510773909
234	marsan muzik	https://www.facebook.com/groups/443337362413121/	443337362413121
235	КУМЫКСКИЙ ПРОТЕСТ	https://www.facebook.com/groups/430528910291823/	430528910291823
237	ADIGE HABER	https://www.facebook.com/groups/179831622073920/	179831622073920
238	Крутые перцы	https://www.facebook.com/groups/1472533079634678/	1472533079634678
239	Adige Xase - Cerkes Dernegi - Istanbul	https://www.facebook.com/groups/216019665078673/	216019665078673
240	По дорогам Хаджи-Мурата	https://www.facebook.com/groups/1404731029818298/	1404731029818298
241	KAFDAV (Kafkas Arast?rma Kultur ve Dayan?sma Vakf?) VIDEO	https://www.facebook.com/groups/117513108332706/	117513108332706
242	Инвалиды и ветераны Абхазии.	https://www.facebook.com/groups/419041448167427/	419041448167427
243	Сухуми и сухумцы! ВСЕ КТО СЕБЯ СЧИТАЕТ ТАКОВЫМИ...	https://www.facebook.com/groups/221296504710587/	221296504710587
244	Сухумчане подтягивайтесь	https://www.facebook.com/groups/478895682244241/	478895682244241
245	РОО"Справедливая Абхазия"	https://www.facebook.com/groups/1583469068635293/	1583469068635293
246	Мы ЗА МЕЖНАЦИОНАЛЬНОЕ СОГЛАСИЕ! Мы ЗА сильную Россию!	https://www.facebook.com/groups/310501062326493/	310501062326493
247	Кавказ за неделю	https://www.facebook.com/groups/1840213829537936/	1840213829537936
248	РДМООВ КБР "ПОМОГИ БЛИЖНЕМУ"	https://www.facebook.com/groups/187242038131346/	187242038131346
250	АРУАА	https://www.facebook.com/groups/411595645612412/	411595645612412
251	За достойную жизнь в КЧР	https://www.facebook.com/groups/273876492779301/	273876492779301
252	Мемориал в Майкопе	https://www.facebook.com/groups/150772715057728/	150772715057728
